年份,得獎,中文名稱,英文名稱,連結,movieGrading,movieDuration,movieRating,movieComment,movieDirector,movieWriter,movieCast1,movieCast2,movieCast3,movieCast4,movieCast5,movieCast6,movieCast7,movieCast8,movieCast9,movieCast10,movieCast11,movieCast12,movieCast13,movieCast14,movieCast15,movieCast16,movieCast17,movieCast18,movieCountry,Action,Adventure,Biography,Comedy,Crime,Drama,Fantasy,History,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War
2006,0,柯波帝：冷血告白,Capote,https://www.imdb.com/title/tt0379725/?ref_=ev_nom,R,1h 54m,7.3,138K,Bennett Miller,"Dan Futterman, Gerald Clarke",Philip Seymour Hoffman', 'Clifton Collins Jr.', 'Catherine Keener', 'Allie Mickelson', 'Kelci Stephenson', 'Craig Archibald', 'Bronwen Coleman', 'Kate Shindle', 'David Wilson Barnes', 'Michael J. Burg', 'Kwesi Ameyaw', 'Andrew Farago', 'Ken Krotowich', 'Chris Cooper', 'R.D. Reid', 'Rob McLaughlin', 'Harry Nelken', 'Jon Ted Wynne',United States,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
2007,1,神鬼無間,The Departed,https://www.imdb.com/title/tt0407887/?ref_=ev_nom,18 +,2h 31m,8.5,1.4M,Martin Scorsese,"William Monahan, Alan Mak, Felix Chong",Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg', 'Martin Sheen', 'Ray Winstone', 'Vera Farmiga', 'Anthony Anderson', 'Alec Baldwin', 'Kevin Corrigan', 'James Badge Dale'," ""David O'Hara""", 'Mark Rolston', 'Robert Wahlberg', 'Kristen Dalton', 'Thomas B. Duffy', 'Richard Hughes', 'J.C. MacKenzie',United States,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2007,0,來自硫磺島的信,Letters from Iwo Jima,https://www.imdb.com/title/tt0498380/?ref_=ev_nom,R,2h 21m,7.8,167K,Clint Eastwood,"Iris Yamashita, Paul Haggis, Tadamichi Kuribayashi",Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara', 'Ryo Kase', 'Shid繫 Nakamura', 'Hiroshi Watanabe', 'Takumi Bando', 'Yuki Matsuzaki', 'Takashi Yamaguchi', 'Eijiro Ozaki', 'Nae', 'Nobumasa Sakagami', 'Lucas Elliot Eberl', 'Sonny Saito', 'Steve Santa Sekiyoshi', 'Hiro Abe', 'Toshiya Agata', 'Yoshi Ishii',United States,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2007,0,小太陽的願望,Little Miss Sunshine,https://www.imdb.com/title/tt0449059/?ref_=ev_nom,PG-12,1h 41m,7.8,503K,"Jonathan Dayton, Valerie Faris",Michael Arndt,Steve Carell', 'Toni Collette', 'Greg Kinnear', 'Abigail Breslin', 'Paul Dano', 'Alan Arkin', 'Marc Turtletaub', 'Jill Talley', 'Brenda Canela', 'Julio Oscar Mechoso', 'Chuck Loring', 'Justin Shilton', 'Gordon Thomson', 'Steven Christopher Parker', 'Bryan Cranston', 'John Walcutt', 'Paula Newsome', 'Dean Norris',United States,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2007,0,火線交錯,Babel,https://www.imdb.com/title/tt0449467/?ref_=ev_nom,R-12,2h 23m,7.5,312K,Alejandro G. I__rritu,"Guillermo Arriaga, Alejandro G. I__rritu",Brad Pitt', 'Cate Blanchett', 'Gael Garc穩a Bernal', 'Mohamed Akhzam', 'Peter Wight', 'Harriet Walter', 'Trevor Martin', 'Matyelok Gibbs', 'Georges Bousquet', 'Claudine Acs', 'Andr矇 Oumansky', 'Michael Maloney', 'Dermot Crowley', 'Wendy Nottingham', 'Henry Maratray', 'Linda Broughton', 'Jean Marc Hulot', 'Aline Mowat',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,0,黛妃與女皇,The Queen,https://www.imdb.com/title/tt0436697/?ref_=ev_nom,PG-13,1h 43m,7.3,114K,Stephen Frears,Peter Morgan,Helen Mirren', 'Michael Sheen', 'James Cromwell', 'Alex Jennings', 'Roger Allam', 'Sylvia Syms', 'Tim McMullan', 'Robin Soans', 'Lola Peploe', 'Douglas Reith', 'Joyce Henderson', 'Pat Laffan', 'Amanda Hadingue', 'John McGlynn'," ""Gray O'Brien""", 'Dolina MacLennan', 'Jake Taylor Shantos', 'Dash Barber',United Kingdom,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2008,1,險路勿近,No Country for Old Men,https://www.imdb.com/title/tt0477348/?ref_=ev_nom,R-18,2h 2m,8.2,1M,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Cormac McCarthy",Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin', 'Woody Harrelson', 'Kelly Macdonald', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce', 'Beth Grant', 'Ana Reeder', 'Kit Gwin', 'Zach Hopkins', 'Chip Love', 'Eduardo Antonio Garcia', 'Gene Jones', 'Myk Watford',United States,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2008,0,全面反擊,Michael Clayton,https://www.imdb.com/title/tt0465538/?ref_=ev_nom,R-12,1h 59m,7.2,171K,Tony Gilroy,Tony Gilroy,George Clooney', 'Tilda Swinton', 'Tom Wilkinson'," ""Michael O'Keefe""", 'Sydney Pollack', 'Danielle Skraastad', 'Wai Chan', 'Alberto Vazquez', 'Brian Koppelman', 'Tom McCarthy'," ""Denis O'Hare""", 'Julie White', 'Austin Williams', 'Jennifer Van Dyck', 'Frank Wood', 'Richard Hecht', 'Bill Raymond', 'Jonathan Walker',United States,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2008,0,贖罪,Atonement,https://www.imdb.com/title/tt0783233/?ref_=ev_nom,PG-12,2h 3m,7.8,291K,Joe Wright,"Ian McEwan, Christopher Hampton",Keira Knightley', 'James McAvoy', 'Brenda Blethyn', 'Saoirse Ronan', 'Ailidh Mackay', 'Julia West', 'Harriet Walter', 'Juno Temple', 'Felix von Simson', 'Charlie von Simson', 'Alfie Allen', 'Patrick Kennedy', 'Benedict Cumberbatch', 'Peter Wight', 'Leander Deeny'," ""Peter McNeil O'Connor""", 'Daniel Mays', 'Nonso Anozie',United Kingdom,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
2008,0,鴻孕當頭,Juno,https://www.imdb.com/title/tt0467406/?ref_=ev_nom,PG-12,1h 36m,7.5,539K,Jason Reitman,Diablo Cody,Elliot Page', 'Michael Cera', 'Jennifer Garner', 'Jason Bateman', 'Allison Janney', 'J.K. Simmons', 'Olivia Thirlby', 'Eileen Pedde', 'Rainn Wilson', 'Daniel Clark', 'Darla Fay', 'Aman Johal', 'Valerie Tian', 'Emily Perkins', 'Kaaren de Zilva', 'Steven Christopher Parker', 'Candice King', 'Sierra Pitkin',United States,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2008,0,黑金企業,There Will Be Blood,https://www.imdb.com/title/tt0469494/?ref_=ev_nom,R-12,2h 38m,8.2,616K,Paul Thomas Anderson,"Paul Thomas Anderson, Upton Sinclair",Daniel Day-Lewis', 'Paul Dano', 'Ciar獺n Hinds', 'Martin Stringer', 'Matthew Braden Stringer', 'Jacob Stringer', 'Joseph Mussey', 'Barry Del Sherman', 'Harrison Taylor', 'Stockton Taylor', 'Paul F. Tompkins', 'Dillon Freasier', 'Kevin Breznahan', 'Jim Meskimen', 'Erica Sullivan', 'Randall Carver', 'Coco Leigh', 'Sydney McCallister',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,1,貧民百萬富翁,Slumdog Millionaire,https://www.imdb.com/title/tt1010048/?ref_=ev_nom,12+,2h,8,864K,"Danny Boyle, Loveleen Tandan","Simon Beaufoy, Vikas Swarup",Dev Patel', 'Freida Pinto', 'Saurabh Shukla', 'Anil Kapoor', 'Raj Zutshi', 'Jeneva Talwar', 'Irrfan Khan', 'Azharuddin Mohammed Ismail', 'Ayush Mahesh Khedekar', 'Jira Banjara', 'Sheikh Wali', 'Mahesh Manjrekar', 'Sanchita Choudhary', 'Himanshu Tyagi', 'Sharib Hashmi', 'Virendra Chatterjee', 'Feroze Khan', 'Sunil Kumar Agrawal',United Kingdom,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2009,0,為愛朗讀,The Reader,https://www.imdb.com/title/tt0976051/?ref_=ev_nom,18 +,2h 4m,7.6,254K,Stephen Daldry,"David Hare, Bernhard Schlink",Kate Winslet', 'Ralph Fiennes', 'Bruno Ganz', 'Jeanette Hain', 'David Kross', 'Susanne Lothar', 'Alissa Wilms', 'Florian Bartholom瓣i', 'Friederike Becht', 'Matthias Habich', 'Frieder Venus', 'Marie-Anne Fliegel', 'Hendrik Arnst', 'Rainer Sellien', 'Torsten Michaelis', 'Moritz Grove', 'Joachim Tomaschewsky', 'Barbara Philipp',Germany,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2009,0,班傑明的奇幻旅程,The Curious Case of Benjamin Button,https://www.imdb.com/title/tt0421715/?ref_=ev_nom,6 +,2h 46m,7.8,676K,David Fincher,"Eric Roth, Robin Swicord, F. Scott Fitzgerald",Brad Pitt', 'Cate Blanchett', 'Tilda Swinton', 'Julia Ormond', 'Faune Chambers Watkins', 'Elias Koteas', 'Donna Duplantier', 'Jacob Tolano', 'Earl Maddox', 'Ed Metzger', 'Jason Flemyng', 'Danny Vinson', 'David Jensen', 'Joeanna Sayler', 'Taraji P. Henson', 'Mahershala Ali', 'Fiona Hale'," ""Patrick Thomas O'Brien""",United States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2009,0,自由大道,Milk,https://www.imdb.com/title/tt1013753/?ref_=ev_nom,R,2h 8m,7.5,177K,Gus Van Sant,Dustin Lance Black,Sean Penn', 'Josh Brolin', 'Emile Hirsch', 'Diego Luna', 'James Franco', 'Alison Pill', 'Victor Garber'," ""Denis O'Hare""", 'Joseph Cross', 'Stephen Spinella', 'Lucas Grabeel', 'Brandon Boyce', 'Howard Rosenman', 'Kelvin Yu', 'Jeff Koons', 'Ted Jan Roberts', 'Boyd Holbrook', 'Frank M. Robinson',United States,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2009,0,請問總統先生,Frost/Nixon,https://www.imdb.com/title/tt0870111/?ref_=ev_nom,R,2h 2m,7.7,111K,Ron Howard,Peter Morgan,Frank Langella', 'Michael Sheen', 'Kevin Bacon', 'Sam Rockwell', 'Matthew Macfadyen', 'Oliver Platt', 'Rebecca Hall', 'Toby Jones', 'Andy Milder', 'Kate Jennings Grant', 'Gabriel Jarret', 'Jim Meskimen', 'Patty McCormack', 'Geoffrey Blake', 'Clint Howard', 'Rance Howard', 'Gavin Grazer', 'Simon James',United Kingdom,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2010,1,危機倒數,The Hurt Locker,https://www.imdb.com/title/tt0887912/?ref_=ev_nom,12+,2h 11m,7.5,465K,Kathryn Bigelow,Mark Boal,Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty', 'Guy Pearce', 'Ralph Fiennes', 'David Morse', 'Evangeline Lilly', 'Christian Camargo', 'Suhail Dabbach', 'Christopher Sayegh', 'Nabil Koni', 'Sam Spruell', 'Sam Redford', 'Feisal Sadoun', 'Barrie Rice', 'Imad Dadudi', 'Erin Gann', 'Justin Campbell',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2010,0,名媛教育,An Education,https://www.imdb.com/title/tt1174732/?ref_=ev_nom,PG-13,1h 40m,7.3,137K,Lone Scherfig,"Lynn Barber, Nick Hornby",Carey Mulligan', 'Peter Sarsgaard', 'Alfred Molina', 'Olivia Williams', 'Cara Seymour', 'William Melling', 'Connor Catchpole', 'Matthew Beard', 'Amanda Fairbank-Hynes', 'Ellie Kendrick', 'Dominic Cooper', 'Rosamund Pike', 'Nick Sampson', 'Kate Duch礙ne', 'Bel Parker', 'Emma Thompson', 'Luis Soto', 'Olenka Wrzesniewski',United Kingdom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,0,型男飛行日誌,Up in the Air,https://www.imdb.com/title/tt1193138/?ref_=ev_nom,12+,1h 49m,7.4,344K,Jason Reitman,"Walter Kirn, Jason Reitman, Sheldon Turner",George Clooney', 'Vera Farmiga', 'Anna Kendrick', 'Jason Bateman', 'Amy Morton', 'Melanie Lynskey', 'J.K. Simmons', 'Sam Elliott', 'Danny McBride', 'Zach Galifianakis', 'Christopher Lowell', 'Steve Eastin', 'Marvin Young', 'Cut Chemist', 'Adrienne Lamping', 'Meagan Flynn', 'Dustin Miles', 'Tamara Tungate',United States,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2010,0,天外奇蹟,Up,https://www.imdb.com/title/tt1049413/?ref_=ev_nom,GP,1h 36m,8.3,1.1M,"Pete Docter, Bob Peterson","Pete Docter, Bob Peterson, Tom McCarthy",Edward Asner', 'Jordan Nagai', 'John Ratzenberger', 'Christopher Plummer', 'Bob Peterson', 'Delroy Lindo', 'Jerome Ranft', 'David Kaye', 'Elie Docter', 'Jeremy Leary', 'Mickie McGowan', 'Danny Mann', 'Donald Fullilove', 'Jess Harnell', 'Josh Cooley', 'Pete Docter', 'Mark Andrews', 'Bob Bergen',United States,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2010,0,惡棍特工,Inglourious Basterds,https://www.imdb.com/title/tt0361748/?ref_=ev_nom,18 +,2h 33m,8.3,1.5M,Quentin Tarantino,Quentin Tarantino,Brad Pitt', 'Diane Kruger', 'Eli Roth', 'M矇lanie Laurent', 'Christoph Waltz', 'Michael Fassbender', 'Daniel Br羹hl', 'Til Schweiger', 'Gedeon Burkhard', 'Jacky Ido', 'B.J. Novak', 'Omar Doom', 'August Diehl', 'Denis M矇nochet', 'Sylvester Groth', 'Martin Wuttke', 'Mike Myers', 'Julie Dreyfus',Germany,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2010,0,攻其不備,The Blind Side,https://www.imdb.com/title/tt0878804/?ref_=ev_nom,PG-12,2h 9m,7.6,350K,John Lee Hancock,"John Lee Hancock, Michael Lewis",Quinton Aaron', 'Sandra Bullock', 'Tim McGraw', 'Jae Head', 'Lily Collins', 'Ray McKinnon', 'Kim Dickens', 'Adriane Lenox', 'Kathy Bates', 'Catherine Dyer', 'Andy Stahl', 'Tom Nowicki', 'Libby Whittemore', 'Brian Hollan', 'Melody Weintraub', 'Sharon Conley', 'Omar J. Dorsey', 'Paul Amadi',United States,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2010,0,正經好人,A Serious Man,https://www.imdb.com/title/tt1019452/?ref_=ev_nom,16+,1h 46m,7,147K,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",Michael Stuhlbarg', 'Richard Kind', 'Sari Lennick', 'Fred Melamed', 'Aaron Wolff', 'Jessica McManus', 'Peter Breitmayer', 'Brent Braunschweig', 'David Kang', 'Benjamin Portnoe', 'Jack Swiler', 'Andrew S. Lentz', 'Jon Kaminski Jr.', 'Ari Hoptman', 'Alan Mandell', 'Amy Landecker', 'George Wyner', 'Michael Tezla',United Kingdom,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2010,0,珍愛人生,Precious,https://www.imdb.com/title/tt0929632/?ref_=ev_nom,R,1h 50m,7.3,114K,Lee Daniels,"Geoffrey Fletcher, Sapphire",Gabourey Sidibe'," ""Mo'Nique""", 'Paula Patton', 'Mariah Carey', 'Sherri Shepherd', 'Lenny Kravitz', 'Stephanie Andujar', 'Chyna Layne', 'Amina Robinson', 'Xosha Roquemore', 'Angelic Zambrana', 'Aunt Dot', 'Nealla Gordon', 'Grace Hightower', 'Barret Helms', 'Kimberly Russell', 'Bill Sage', 'Susan Taylor',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,0,第九禁區,District 9,https://www.imdb.com/title/tt1136608/?ref_=ev_nom,12+,1h 52m,7.9,701K,Neill Blomkamp,"Neill Blomkamp, Terri Tatchell",Sharlto Copley', 'David James', 'Jason Cope', 'Nathalie Boltt', 'Sylvaine Strike', 'Elizabeth Mkandawie', 'John Sumner', 'William Allen Young', 'Greg Melvill-Smith', 'Nick Blake', 'Morena Busa Sesatsa', 'Themba Nkosi', 'Mzwandile Nqoba', 'Barry Strydom', 'Jed Brophy', 'Louis Minnaar', 'Vanessa Haywood', 'Marian Hooman',South Africa,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2010,0,阿凡達,Avatar,https://www.imdb.com/title/tt0499549/?ref_=ev_nom,GP,2h 42m,7.9,1.4M,James Cameron,James Cameron,Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'Michelle Rodriguez', 'Stephen Lang', 'Giovanni Ribisi', 'Joel David Moore', 'CCH Pounder', 'Wes Studi', 'Laz Alonso', 'Dileep Rao', 'Matt Gerald', 'Sean Anthony Moran', 'Jason Whyte', 'Scott Lawrence', 'Kelly Kilgour', 'James Patrick Pitt', 'Sean Patrick Murphy',United States,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2011,1,王者之聲：宣戰時刻,The King's Speech,https://www.imdb.com/title/tt1504320/?ref_=ev_nom,GP,1h 58m,8,696K,Tom Hooper,David Seidler,Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Derek Jacobi', 'Robert Portal', 'Richard Dixon', 'Paul Trussell', 'Adrian Scarborough', 'Andrew Havill', 'Charles Armstrong', 'Roger Hammond', 'Calum Gittins', 'Jennifer Ehle', 'Dominic Applewhite', 'Ben Wimsett', 'Freya Wilson', 'Ramona Marquez', 'David Bamber',United Kingdom,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2011,0,127小時,127 Hours,https://www.imdb.com/title/tt1542344/?ref_=ev_nom,R,1h 34m,7.5,391K,Danny Boyle,"Danny Boyle, Simon Beaufoy, Aron Ralston",James Franco', 'Amber Tamblyn', 'Kate Mara', 'Sean Bott', 'Koleman Stinger', 'Treat Williams', 'John Lawrence', 'Kate Burton', 'Bailee Michelle Johnson', 'Parker Hadley', 'Cl矇mence Po矇sy', 'Fenton Quinn', 'Lizzy Caplan', 'Peter Joshua Hull', 'Pieter Jan Brugge', 'Rebecca C. Olson', 'Jeffrey Wood', 'Norman Lehnert',United States,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011,0,全面啟動,Inception,https://www.imdb.com/title/tt1375666/?ref_=ev_nom,PG-12,2h 28m,8.8,2.5M,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Elliot Page', 'Ken Watanabe', 'Tom Hardy', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite', 'Michael Caine', 'Lukas Haas', 'Tai-Li Lee', 'Claire Geare', 'Magnus Nolan', 'Taylor Geare', 'Johnathan Geare', 'Tohoru Masamune',United States,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2011,0,冰封之心,Winter's Bone,https://www.imdb.com/title/tt1399683/?ref_=ev_nom,R,1h 40m,7.1,147K,Debra Granik,"Debra Granik, Anne Rosellini, Daniel Woodrell",Jennifer Lawrence', 'John Hawkes', 'Garret Dillahunt', 'Isaiah Stone', 'Ashlee Thompson', 'Valerie Richards', 'Shelley Waggener', 'William White', 'Ramona Blair', 'Lauren Sweetser', 'Andrew Burnley', 'Philip Burnley', 'Isaac Skidmore', 'Cody Brown', 'Cinnamon Schultz', 'Casey MacLaren', 'Kevin Breznahan', 'Dale Dickey',United States,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2011,0,性福拉警報,The Kids Are All Right,https://www.imdb.com/title/tt0842926/?ref_=ev_nom,R,1h 46m,7,133K,Lisa Cholodenko,"Lisa Cholodenko, Stuart Blumberg",Annette Bening', 'Julianne Moore', 'Mark Ruffalo', 'Mia Wasikowska', 'Josh Hutcherson', 'Yaya DaCosta', 'Kunal Sharma', 'Eddie Hassell', 'Zosia Mamet', 'Joaqu穩n Garrido', 'Rebecca Lawrence Levy', 'Lisa Eisner', 'Eric Eisner', 'Sasha Spielberg', 'James MacDonald', 'Margo Victor', 'Stuart Blumberg', 'Diego Calder籀n',United States,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2011,0,燃燒鬥魂,The Fighter,https://www.imdb.com/title/tt0964517/?ref_=ev_nom,12+,1h 56m,7.8,381K,David O. Russell,"Scott Silver, Paul Tamasy, Eric Johnson",Mark Wahlberg', 'Christian Bale', 'Amy Adams', 'Melissa Leo'," ""Mickey O'Keefe""", 'Jack McGee', 'Melissa McMeekin', 'Bianca Hunter', 'Erica McDermott', 'Jill Quigg', 'Dendrie Taylor'," ""Kate B. O'Brien""", 'Jenna Lamia', 'Frank Renzulli', 'Paul Campbell', 'Caitlin Dwyer', 'Chanty Sok', 'Ted Arcidi',United States,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2011,0,玩具總動員3,Toy Story 3,https://www.imdb.com/title/tt0435761/?ref_=ev_nom,GP,1h 43m,8.3,867K,Lee Unkrich,"John Lasseter, Andrew Stanton, Lee Unkrich",Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty', 'Don Rickles', 'Michael Keaton', 'Wallace Shawn', 'John Ratzenberger', 'Estelle Harris', 'John Morris', 'Jodi Benson', 'Emily Ricks Hahn', 'Laurie Metcalf', 'Blake Clark', 'Teddy Newton', 'Bud Luckey', 'Bea Miller', 'Javier Fern獺ndez-Pe簽a',United States,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2011,0,真實的勇氣,True Grit,https://www.imdb.com/title/tt1403865/?ref_=ev_nom,12+,1h 50m,7.6,350K,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Charles Portis",Jeff Bridges', 'Matt Damon', 'Hailee Steinfeld', 'Josh Brolin', 'Barry Pepper', 'Dakin Matthews', 'Jarlath Conroy', 'Paul Rae', 'Domhnall Gleeson', 'Elizabeth Marvel', 'Roy Lee Jones', 'Ed Corbin', 'Leon Russom', 'Bruce Green', 'Candyce Hinkle', 'Peter Leung', 'Don Pirl', 'Joe Stevens',United States,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,0,社群網戰,The Social Network,https://www.imdb.com/title/tt1285016/?ref_=ev_nom,12+,2h,7.8,734K,David Fincher,"Aaron Sorkin, Ben Mezrich",Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake', 'Rooney Mara', 'Bryan Barter', 'Dustin Fitzsimons', 'Joseph Mazzello', 'Patrick Mapel', 'Toby Meuli', 'Alecia Svensen', 'Jami Owen', 'James Dastoli', 'Robert Dastoli', 'Scotty Crowe', 'Jayk Gallagher', 'Marcella Lentz-Pope', 'Trevor Wright', 'Barry Livingston',United States,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
